Gemeinden,Anzahl_Fahrzeuge,Postleitzahl,Laengengrad,Breitengrad,Distanz_in_km
GROSSENSEE,14,22946,10.34108,53.614238,238.38
GROSSENSEE1,11,99837,9.973172,50.934566,295.14
GROSSENSEEBACH,13,91091,10.875794,49.631864,366.9
GROSSENSTEIN,12,07580,12.196776,50.902019,198.45
GROSSFAHNER,1,99100,10.827053,51.055901,240.96
GROSSFISCHLINGEN,1,67483,8.175008,49.268817,515.35
GROSSHABERSDORF,39,90613,10.78977,49.40395,392.29
GROSSHANSDORF,88,22927,10.285038,53.662547000000004,244.26
GROSSHARTHAU,20,01909,14.106481,51.108859,164.34
GROSSHARTMANNSDORF,15,09618,13.318639,50.794271,192.2
GROSSHEIDE,78,26532,7.343594,53.592272,422.59
GROSSHEIRATH,19,96269,10.949359,50.176979,311.69
GROSSHOLBACH,4,56412,7.893295,50.447761,446.14
GROSSKARLBACH,9,67229,8.223336,49.538761,491.45
GROSSKAROLINENFELD,67,83109,12.080829,47.89094,523.85
GROSSKMEHLEN,7,01990,13.72453,51.378507,128.95
GROSSKROTZENBURG,77,63538,8.980931,50.082686,410.26
GROSSLITTGEN,4,54534,6.798551,50.025334,537.1
GROSSLOEBICHAU,8,07751,11.677986,50.926592,213.63
GROSSMAISCHEID,11,56276,7.634071,50.504881,458.24
GROSSMEHRING,79,85098,11.534077,48.7654,438.29
GROSSNAUNDORF,9,01936,13.9418,51.204424,151.03
GROSSNIEDESHEIM,11,67259,8.312351,49.57554,483.99
GROSSOLBERSDORF,24,09432,13.087894,50.692693,204.59
GROSSPOESNA,68,04463,12.502563,51.270633,152.27
GROSSPOSTWITZ/O.L.,18,02692,14.440359,51.119209,171.44
GROSSRAESCHEN,73,01983,14.010831,51.588116,111.72
GROSSRINDERFELD,35,97950,9.733541,49.665421,408.38
GROSSROEHRSDORF,69,01900,14.024289,51.143211,159.07
GROSSRUDESTEDT,8,99195,11.098977,51.093391,224.51
GROSSRUECKERSWALDE,29,09518,13.124789,50.63018,211.27
GROSSSCHIRMA,63,09603,13.276907,50.966191,173.19
GROSSSCHOENAU,51,02779,14.660908,50.896216,200.44
GROSSSCHWABHAUSEN,5,99441,11.483882,50.936779,220.45
GROSSSCHWEIDNITZ,10,02708,14.647805,51.074063,182.28
GROSSTHIEMIG,11,04932,13.67473,51.381269,128.11
GROSSVARGULA,1,99958,10.78462,51.11804,238.44
GROSSWALLSTADT,35,63868,9.158679,49.878601,417.23
GROSSWEIL,7,82439,11.303171,47.675379,559.73
GROSSWEITZSCHEN,18,04720,13.045513,51.15772,153.65
GROSSWOLTERSDORF,7,16775,13.096307,53.069534,64.6
GRUB A.FORST,23,96271,11.022901,50.228781,304.02
GRUENDAU,153,63584,9.144153,50.20805,392.23
GRUENENBACH,13,88167,10.008958,47.628527,595.96
GRUENENDEICH,17,21720,9.622879,53.568752,278.69
GRUENHAIN BEIERFELD,65,08344,12.787358,50.561375,222.18
GRUENHAINICHEN,13,09579,13.15194,50.766691,195.96
GRUENKRAUT,21,88287,9.652681,47.743111,595.17
GRUENWALD,110,82031,11.522716,48.039574,516.37
GSCHWEND,37,74417,9.74354,48.93413,475.16
GSTADT A.CHIEMSEE,8,83257,12.418052,47.884383,520.79
GUBEN,136,03172,14.712014,51.954129,109.12
GUCKHEIM,4,56459,7.947687,50.529277,437.98
GUDERHANDVIERTEL,20,21720,9.61065,53.543716,278.35
GUECKINGEN,8,65558,8.010079,50.391756,442.73
GUELLESHEIM,1,56593,7.529069,50.598367,459.3
GUELZOW PRUEZEN,4,18276,12.067109,53.820011,170.03
GUENSTEDT,1,99631,11.080345,51.222335,215.38
GUENTERSLEBEN,36,97261,9.906743,49.869746,382.78
GUENTHERSLEBEN WECHMAR,21,99869,10.76461,50.903534,255.99
GUENZACH,7,87634,10.435285,47.823449,563.94
GUESTEN,28,39439,11.605461,51.794501,147.05
GUESTROW,184,18273,12.175691,53.794458,163.88
GUETENBACH,18,78148,8.138596,48.044875,622.95
GUETZKOW,11,17506,13.409609,53.937507,157.8
GUHROW,1,03096,14.227923,51.817596,96.29
GULDENTAL,15,55452,7.844848,49.891491,485.57
GUMBSHEIM,2,55597,7.986293,49.811876,483.47
GUMTOW,30,16866,12.250211,52.978437,93.05
GUNDELFINGEN,69,79194,7.8668,48.042406,634.95
GUNDELSHEIM,31,74831,9.160815,49.284163,467.3
GUNDELSHEIM1,34,96163,10.919428,49.936774,335.68
GUNDERSHEIM,16,67598,8.203102,49.696322,480.4
GUNDHEIM,6,67599,8.237388,49.675599,480.17
GUNDREMMINGEN,13,89355,10.404234,48.501014,495.16
GUNTERSBLUM,31,67583,8.345919,49.797475,465.21
GUSBORN,4,29476,11.195998,53.106259,162.31
GUSENBURG,5,54413,6.9015,49.634432,556.5
GUSOW PLATKOW,12,15306,14.353613,52.571655,64.48
GUSTERATH,7,54317,6.718916,49.698524,562.68
GUTACH (SCHWARZWALDBAHN),14,77793,8.209934,48.251539,601.13
GUTACH IM BREISGAU,31,79261,7.986537,48.117019,622.99
GUTEBORN,1,01945,13.929125,51.420759,127.54
GUTENBERG,5,55595,7.7993,49.880588,488.87
GUTENECK,1,92543,12.274621,49.444811,351.36
GUTENSTETTEN,13,91468,10.630608,49.615634,377.02
GUTENZELL HUERBEL,12,88484,9.997187,48.113537,546.92
GUTHMANNSHAUSEN,1,99628,11.363189,51.134309,208.61
GUTOW,3,18276,12.134937,53.75921,161.93
GUXHAGEN,56,34302,9.48077,51.203012,306.98
GYHUM,11,27404,9.311117,53.219784,285.86
HAAG,5,95473,11.561865,49.869477,321.83
HAAG A.D.AMPER,27,85410,11.832861,48.458593,465.59
HAAR,138,85540,11.731594,48.107052,505.41
HAARBACH,18,94542,13.149196,48.502281,447.62
HABACH,9,82392,11.281287,47.729306,554.35
HABICHTSWALD,59,34317,9.310504,51.32613,310.87
HACKENHEIM,13,55546,7.900692,49.825452,487.17
HADEMSTORF,6,29693,9.631441,52.713325,255.92
HAEG EHRSBERG,4,79685,7.906265,47.742861,660.47
HAEHNICHEN,5,02923,14.863051,51.364625,162.95
HAEUSERN,11,79837,8.16842,47.754099,648.53
HAFENLOHR,10,97840,9.603567,49.869021,396.65
HAGELSTADT,5,93095,12.217849,48.895967,412
HAGEN,798,24576,9.826977,53.946622,286.4
HAGEN AM TEUTOBURGER WALD,131,49170,7.978062,52.197155,370.6
HAGENBACH,77,76767,8.247027,49.02038,532.31
HAGENBUECHACH,11,91469,10.771067,49.533835,380.08
HAGENOW,101,19230,11.191919,53.431894,179.74
HAGNAU AM BODENSEE,19,88709,9.320022,47.67625,612.81
HAHAUSEN,2,38729,10.218368,51.948362,226.35
HAHNHEIM,10,55278,8.237836,49.862106,466.17
HAHNSTAETTEN,13,65623,8.069685,50.304439,444.85
HAIBACH,81,63808,9.202982,49.964977,408.1
HAIBACH1,97,94353,12.715244,49.02332,392.26
HAIDMUEHLE,10,94145,13.774766,48.827989,411.82
HAIMHAUSEN,49,85778,11.553037,48.3162,486.01
HAIMING,15,84533,12.88758,48.21297,480.86
HAINA,5,99869,10.517135,50.989625,261.93
HAINA (KLOSTER),29,35114,8.97215,51.027086,347.55
HAINBURG,126,63512,8.941007,50.082103,412.39
HAINEWALDE,12,02779,14.701736,50.907406,200.55
HAINFELD,2,76835,8.100789,49.257384,519.98
HAINSFARTH,5,86744,10.623252,48.959308,442.09
HAINSPITZ,1,07607,11.836937,50.963929,204.16
HALBEMOND,4,26524,7.290133,53.56786,425.38
HALBERSTADT,317,38820,11.04731,51.896112,175.17
HALBLECH,26,87642,10.820668,47.629783,574.74
HALDENSLEBEN,124,39340,11.410945,52.291258,137.79
HALDENWANG,28,87490,10.346413,47.80179,568.59
HALDENWANG1,36,89356,10.449315,48.437474,500.27
HALFING,10,83128,12.276636,47.951852,514.81
HALLBERGMOOS,77,85399,11.749896,48.324369,481.55
HALLE,12,37620,9.563019,51.991248,268.3
HALLE1,11,49843,6.91795,52.453233,439.65
HALLERNDORF,47,91352,10.979423,49.759963,350.81
HALLGARTEN,1,67826,7.787736,49.760557,498.03
HALSBACH,9,84553,12.675709,48.125357,491.94
HALSBRUECKE,67,09633,13.350271,50.953666,174.41
HALSENBACH,14,56283,7.550566,50.17601,483.28
HALVESBOSTEL,1,21646,9.601215,53.359267,271.71
HAMBERGE,12,23619,10.582459,53.838372,238.71
HAMBERGEN,59,27729,8.826407,53.310488,319.62
HAMBRUECKEN,70,76707,8.544792,49.186033,504.16
HAMBUCH,1,56761,7.181888,50.225697,501.98
HAMBUEHREN,104,29313,9.983254,52.635569,231.8
HAMM AM RHEIN,15,67580,8.433477,49.733391,465.49
HAMMAH,21,21714,9.365901,53.618178,296.47
HAMMERSBACH,59,63546,8.985694,50.222678,399.52
HAMMINKELN,187,46499,6.589158,51.730832,473.83
HAMMOOR,13,22941,10.322497,53.713776,245.07
HANDELOH,12,21256,9.833344,53.244817,253.1
HANDORF,12,21447,10.344996,53.344975,224.9
HANHOFEN,11,67374,8.343256,49.316341,503.13
HANKENSBUETTEL,28,29386,10.603682,52.730863,190.73
HANSHAGEN,5,17509,13.542309,54.046024,170.12
HANSTEDT,58,21271,10.014498,53.258027,242.06
HANSTEDT1,63,29582,10.375843,53.046471,212.18
HAPPURG,33,91230,11.471277,49.49335,363.1
HARBKE,10,39365,11.044778,52.189552,164.62
HARDERT,1,56579,7.518774,50.518101,464.46
HARDHEIM,47,74736,9.474484,49.608193,424.93
HARGESHEIM,16,55595,7.827383,49.862832,488.56
HARMSTORF,3,21228,9.987203,53.348173,247.12
HARRA,4,07366,11.682823,50.417431,262.74
HARSDORF,8,95499,11.56771,50.027984,305.47
HARSLEBEN,8,38829,11.100333,51.869084,173.14
HARSUM,113,31177,9.964458,52.21046,236.37
HARTENFELS,3,56244,7.785433,50.571724,445.22
HARTENSTEIN,53,08118,12.670997,50.661991,212.97
HARTENSTEIN1,53,91235,11.523338,49.596327,351.05
HARTH POELLNITZ,19,07570,11.957738,50.756945,220.25
HARTHA,68,04746,12.974007,51.098112,161.04
HARTHAUSEN,20,67376,8.345933,49.294399,504.79
HARTMANNSDORF B. KIRCHBERG,13,08107,12.547335,50.595343,222.32
HARTMANNSDORF REICHENAU,13,01762,13.575004,50.793078,192.6
HARXHEIM,11,55296,8.264358,49.904189,461.65
HARZGERODE,65,06493,11.139179,51.64064,183.32
HASBERGEN,108,49205,7.955852,52.243059,371.46
HASEL,11,79686,7.897903,47.654288,668.98
HASELBACH1,1,94354,12.692437,49.003215,394.68
HASELBACHTAL,46,01920,14.036864,51.239059,149.06
HASLOCH,5,97907,9.491265,49.793076,408.31
HASSBERGEN,10,31626,9.230031,52.73085,283.05
HASSEL,9,39596,11.92681,52.640158,100.88
HASSELROTH,64,63594,9.091048,50.1612,398.55
HASSENDORF,3,27367,9.268038,53.112036,285.98
HASSLEBEN,5,99189,10.995844,51.108067,228.43
HASSLOCH,185,67454,8.255791,49.363164,503.7
HASSMERSHEIM,28,74855,9.14612,49.301027,466.49
HASTE,9,31559,9.39349,52.381033,272.55
HATTEN,128,26209,8.349977,53.018388,344.87
HATTENHOFEN,18,73110,9.574768,48.666458,507.07
HATTENHOFEN1,17,82285,11.117263,48.221965,505.21
HATTERT,18,57644,7.770903,50.667929,440.64
HATZENBUEHL,23,76770,8.243475,49.110695,524.94
HAUENSTEIN,41,76846,7.852592,49.192059,537.75
HAUNDORF,19,91729,10.770916,49.175184,415.76
HAUNECK,24,36282,9.722458,50.835037,315.84
HAUNETAL,30,36166,9.694067,50.768555,322
HAUNSHEIM,14,89437,10.377094,48.597246,486.25
HAUPTSTUHL,7,66851,7.492518,49.400211,540.5
HAUSEN (WIED),7,53547,7.407087,50.5424,469.88
HAUSEN B.WUERZBURG,11,97262,10.027047,49.927963,372.36
HAUSEN IM WIESENTAL,11,79688,7.8401,47.681727,668.88
HAUSEN OB VERENA,1,78595,8.722,48.053362,598.2
HAUSHAM,80,83734,11.836996,47.752233,542.37
HAVELAUE,4,14715,12.310633,52.703673,76.74
HAVELSEE,31,14798,12.455492,52.495639,64.39
HAVERLAH,7,38275,10.328568,52.052342,215.84
HAVIXBECK,97,48329,7.414407,51.975907,412.63
HAWANGEN,10,87749,10.26318,47.971213,553.43
HEBERTSFELDEN,27,84332,12.820358,48.407465,459.67
HEBERTSHAUSEN,68,85241,11.464164,48.291688,490.37
HECHTHAUSEN,26,21755,9.237924,53.641149,305.26
HECKELBERG BRUNOW,2,16259,13.837146,52.737857,37.96
HECKLINGEN,63,39444,11.533566,51.847482,148.05
HEDDESHEIM,117,68542,8.603136,49.504679,474.96
HEDERSLEBEN,12,06458,11.254278,51.858329,164.21
HEEDE,12,25355,9.802298,53.783499,278.57
HEEDE1,8,26892,7.298923,52.993267,414.6
HEEK,90,48619,7.102528,52.117816,431.04
HEEMSEN,8,31622,9.262984,52.704419,280.68
HEERE,7,38277,10.249768,52.065605,220.68
HEESLINGEN,33,27404,9.335088,53.314849,287.1
HEESSEN,12,31707,9.105587,52.23215,293.88
HEHLEN,9,37619,9.470187,51.984688,274.65
HEIDE,131,25746,9.091156,54.193962,341.76
HEIDELBERG,732,69117,8.702067,49.408826,477.99
HEIDEN,66,46359,6.931789,51.82596,448.47
HEIDENAU,105,01809,13.863536,50.980894,174.22
HEIDENAU1,95,21258,9.652803,53.314334,266.89
HEIDENROD,69,65321,7.995855,50.212879,455.1
HEIDESHEIM AM RHEIN,73,55262,8.114333,49.995067,463.32
HEIGENBRUECKEN,6,63869,9.372024,50.026068,394.8
HEILBAD HEILIGENSTADT,150,37308,10.137999,51.378474,257.63
HEILIGENBERG,21,88633,9.312802,47.821299,598.7
HEILIGENGRABE,45,16909,12.364917,53.145062,98.66
HEILIGENMOSCHEL,1,67699,7.757549,49.555985,514.65
HEILIGENROTH,6,56412,7.863387,50.449798,447.79
HEILIGKREUZSTEINACH,27,69253,8.797006,49.485877,467.02
HEILSHOOP,2,23619,10.530579,53.887659,244.73
HEIMBACH,49,52396,6.480769,50.633398,522.76
HEIMBACH1,38,55779,7.250356,49.61458,538.18
HEIMBUCHENTHAL,10,63872,9.303118,49.895194,408.79
HEIMERTINGEN,8,87751,10.154832,48.038173,549.75
HEINADE,4,37627,9.632864,51.839233,268.37
HEINBOCKEL,17,21726,9.326721,53.574148,297.02
HEINERSBRUECK,1,03185,14.507622,51.817153,108.58
HEINERSREUTH,44,95500,11.53198,49.967748,312.64
HEININGEN,1,38312,10.554399,52.071009,200.39
HEININGEN1,1,73092,9.651131,48.660666,504.77
HEINRICHSTHAL,2,63871,9.344068,50.071523,392.56
HEINSDORFERGRUND,11,08468,12.366175,50.620787,223.3
HEINSEN,4,37649,9.434358,51.883855,279.96
HEISTENBACH,7,65558,7.98542,50.379129,444.97
HELBEDUENDORF,8,99713,10.589808,51.341264,233.55
HELBRA,42,06311,11.487612,51.55471,169.65
HELDENSTEIN,15,84431,12.36415,48.241755,481.94
HELDRUNGEN,10,06577,11.215397,51.299629,202.63
HELFERSKIRCHEN,10,56244,7.814659,50.512795,446.92
HELLENHAHN SCHELLENBERG,12,56479,8.024118,50.61068,428.58
HELLENTHAL,77,53940,6.4342,50.490262,532.95
HELLINGEN,5,98663,10.683116,50.252852,315.31
HELLWEGE,3,27367,9.232909,53.074033,287.46
HELMENZEN,1,57612,7.623126,50.694927,448.21
HELMSTADT BARGEN,35,74921,8.975061,49.326395,472.07
HELPSEN,11,31691,9.115865,52.311691,292.09
HELSA,67,34298,9.686204,51.257311,291.56
HELSE,2,25709,9.010226,53.977556,334.6
HELTERSBERG,13,67714,7.713758,49.312475,535.46
HELVESIEK,1,27389,9.490545,53.215831,274.17
HEMHOFEN,56,91334,10.939122,49.683384,359.7
HEMMINGEN,169,30966,9.747743,52.32069,249.25
HEMMINGEN1,161,71282,9.032461,48.865398,510.28
HEMMINGSTEDT,18,25770,9.0731560000000009,54.14876,340.19
HEMSBUENDE,9,27386,9.466735,53.091079,272.5
HEMSLINGEN,9,27386,9.597826,53.087928,263.86
HENDUNGEN,7,97640,10.353266,50.394282,317.44
HENFENFELD,11,91239,11.390931,49.496846,364.87
HENNIGSDORF,167,16761,13.209009,52.639059,18.74
HENNSTEDT,7,25581,9.718676,54.030506,297.4
HENNSTEDT1,7,25779,9.168248,54.283636,342.85
HENNWEILER,10,55619,7.436117,49.819237,513.5
HEPBERG,16,85120,11.461106,48.822885,433.77
HEPSTEDT,4,27412,9.082648,53.258743,301.68
HERBERTINGEN,51,88518,9.438105,48.061061,570.74
HERBSLEBEN,19,99955,10.838522,51.118059,235.65
HERDWANGEN SCHOENACH,35,88634,9.168242,47.862679,599.73
HERETSRIED,5,86465,10.736938,48.459,489.88
HERFORST,6,54662,6.695817,49.946466,548.09
HERGATZ,16,88145,9.829729,47.649596,599.12
HERGENSWEILER,12,88138,9.777567,47.610295,604.71
HERGISDORF,6,06313,11.484824,51.530713,171.53
HERINGSDORF,81,17424,14.156445,53.956918,167.61
HERINGSDORF1,70,23777,11.003697,54.300432,254.27
HERLESHAUSEN,15,37293,10.161532,51.006221,279.83
HERMARINGEN,14,89568,10.261636,48.596078,490.01
HERMERSBERG,9,66919,7.629693,49.322729,539.08
HERMSDORF,77,01945,13.894611,51.404965,128.59
HERMSDORF/ERZGEB.,2,01776,13.630105,50.76075,196.46
HERMSDORF1,63,07629,11.856674,50.896145,209.95
HERNE,1092,44623,7.222793,51.540365,437.07
HEROLDSBACH,52,91336,10.997822,49.693227,356.78
HEROLDSTATT,25,72535,9.669339,48.446332,524.87
HERRENHOF,1,99887,10.687912,50.843373,264.55
HERRISCHRIED,9,79737,8.001829,47.665518,663.62
HERRMANNSACKER,14,99762,10.877536,51.545,204.29
HERRNGIERSDORF,12,84097,12.065933,48.790009,425.82
HERRNHUT,46,02747,14.74397,51.015492,191.2
HERRSCHING A.AMMERSEE,59,82211,11.177104,47.998832,527.61
HERSCHBACH,9,56249,7.738599,50.574191,447.91
HERSCHBACH (OBERWESTERWALD),3,56414,7.926335,50.505286,440.69
HERSCHBERG,3,66919,7.546333,49.305887,544.76
HERSCHDORF,3,98701,11.048865,50.629721,266.14
HERSCHEID,94,58849,7.745898,51.177282,416.73
HERSCHWEILER PETTERSHEIM,10,66909,7.34879,49.476474,542.65
HERZLAKE,28,49770,7.606648,52.684854,392.34
HESEL,40,26835,7.59365,53.305406,399.66
HESPE,8,31693,9.112804,52.331976,292.06
HESSDORF,40,91093,10.909826,49.627077,366.23
HESSENECK,1,64754,9.070101,49.566355,447.23
HESSHEIM,20,67258,8.309203,49.545778,486.49
HETTENLEIDELHEIM,16,67310,8.069795,49.534527,499.74
HETTENSHAUSEN,13,85276,11.504584,48.500628,467.18
HETTSTADT,36,97265,9.815768,49.801523,392.79
HETTSTEDT,108,06333,11.514615,51.644922,161.89
HETZERATH,8,54523,6.814124,49.878516,545.41
HETZLES,15,91077,11.128533,49.635223,358.39
HEUCHELHEIM,66,35452,8.631242,50.582394,394.48
HEUCHELHEIM KLINGEN,12,76831,8.052965,49.146841,531.32
HEUCHLINGEN,8,73572,9.942563,48.853843,475.46
HEUERSSEN,7,31700,9.277037,52.329615,280.98
HEUSTREU,9,97618,10.258,50.35418,325.24
HEUWEILER,9,79194,7.903166,48.052008,632.49
HILDBURGHAUSEN,102,98646,10.729007,50.425612,297.93
HILDRIZHAUSEN,24,71157,8.965976,48.624078,535.11
HILGERMISSEN,7,27318,9.149399,52.844913,289.41
HILGERT,12,56206,7.689004,50.455738,457.83
HILGERTSHAUSEN TANDERN,21,86567,11.354829,48.429543,477.9
HILLE,162,32479,8.743508,52.337196,317
HILLERSE,8,38543,10.404067,52.413097,203.85
HILLESHEIM,1,54576,6.672058,50.291371,528.99
HILLESHEIM1,2,67586,8.256303,49.77799,471.43
HILLSCHEID,8,56204,7.696086,50.402861,460.58
HILTENFINGEN,4,86856,10.718065,48.161613,521.28
HILTER AM TEUTOBURGER WALD,115,49176,8.146029,52.13943,360.18
HILZINGEN,91,78247,8.777866,47.765627,623.47
HIMBERGEN,8,29584,10.727876,53.093107,191.1
HIMMELKRON,27,95502,11.595132,50.062556,301.16
HIMMELPFORTEN,46,21709,9.30532,53.614176,300
HIMMELSTADT,17,97267,9.799753,49.924436,382.87
HINRICHSHAGEN,1,17498,13.32391,54.066754,172.27
HINTE,59,26759,7.193843,53.415474,428.03
HINTERSCHMIDING,7,94146,13.600859,48.823222,411.76
HINTERWEIDENTHAL,9,66999,7.756935,49.194296,542.46
HINTERZARTEN,14,79856,8.105627,47.903858,637.27
HIPSTEDT,4,27432,8.968535,53.483412,315.89
HIRRLINGEN,21,72145,8.887737,48.412349,557.92
HIRSCHBACH,7,92275,11.537719,49.55553,354.91
HIRSCHBERG,12,07927,11.818713,50.406073,259.75
HIRSCHBERG AN DER BERGSTRASSE,104,69493,8.656323,49.49855,472.83
HIRSCHBERG1,11,65558,7.922446,50.378067,448.73
HIRSCHFELD,9,04932,13.616906,51.386942,126.97
HIRSCHFELD1,8,07554,12.186665,50.941856,194.72
HIRSCHFELD2,15,08144,12.459731,50.625377,220.81
HIRSCHSTEIN,15,01594,13.31228,51.258137,140.61
HIRZENHAIN,17,63697,9.135835,50.390853,379.19
HITTBERGEN,10,21522,10.59062,53.344572,209.95
HITZHOFEN,23,85122,11.321686,48.847072,434.42
HOCHDONN,16,25712,9.293145,54.019564,320.55
HOCHDORF,31,73269,9.46184,48.692863,508.86
HOCHDORF ASSENHEIM,19,67126,8.276523,49.41743,498.31
HOCHDORF1,45,88454,9.787135,48.02488,562.54
HOCHKIRCH,10,02627,14.569045,51.148873,172.36
HOCHSPEYER,45,67691,7.89553,49.44412,515.81
HOCHSTADT A.MAIN,14,96272,11.171136,50.150313,306.11
HOCHSTAETTEN,1,55585,7.83198,49.764613,495.32
HOCHSTETTEN DHAUN,13,55606,7.505357,49.799078,511
HODENHAGEN,11,29693,9.583601,52.762312,259.5
HOECHENSCHWAND,14,79862,8.166213,47.735352,650.36
HOECHHEIM,5,97633,10.449813,50.363026,315.7
HOECHSTENBACH,1,57629,7.743952,50.632463,444.27
HOEFEN AN DER ENZ,10,75339,8.585296,48.802725,535.39
HOEHBECK,2,29478,11.403614,53.069938,147.96
HOEHEINOED,8,66989,7.609229,49.289761,542.69
HOEHEISCHWEILER,2,66989,7.550352,49.231392,550.27
HOEHENKIRCHEN SIEGERTSBRUNN,83,85635,11.712037,48.01942,515.24
HOEHENLAND,9,16259,13.885506,52.703291,38.36
HOEHFROESCHEN,5,66989,7.562003,49.245712,548.55
HOEHN,16,56462,7.986474,50.619257,430.34
HOENNINGEN,9,53506,6.953376,50.471946,501.64
HOEPFINGEN,26,74746,9.428764,49.601552,427.58
HOERDT,27,76771,8.327028,49.166223,516.27
HOERGERTSHAUSEN,12,85413,11.866009,48.549214,455.21
HOERINGEN,1,67724,7.797746,49.555054,512.57
HOERSELBERG HAINICH,64,99820,10.508844,51.020649,260.08
HOESLWANG,5,83129,12.329632,47.954333,513.97
HOETENSLEBEN,26,39393,11.020955,52.118627,168.25
HOETTINGEN,7,91798,11.005087,49.062695,420.23
HOF,15,56472,8.014413,50.666559,425.92
HOF1,9,95028,11.913545,50.316521,266.23
HOFBIEBER,69,36145,9.838529,50.587179,327.39
HOFGEISMAR,122,34369,9.383496,51.494179,298.24
HOFSTETTEN,19,77716,8.068304,48.257209,606.82
HOFSTETTEN1,8,86928,10.973051,48.008676,531.1
HOHBERG,101,77749,7.908087,48.423963,599.3
HOHEN NEUENDORF,232,16540,13.279528000000001,52.671291,18.86
HOHEN SUELZEN,1,67591,8.226817,49.619458,485.02
HOHENAHR,62,35644,8.525823,50.67496,394.86
HOHENALTHEIM,2,86745,10.534662,48.78423,462.49
HOHENAU,32,94545,13.489842,48.85085,408.49
HOHENBERG KRUSEMARK,10,39596,11.947319,52.722925,101.06
HOHENBOCKA,7,01945,14.00791,51.432098,127.97
HOHENBRUNN,68,85662,11.702249,48.048186,512.28
HOHENDUBRAU,10,02906,14.645712,51.26465,163.69
HOHENFELDE,1,18209,11.907592,54.07685,199.89
HOHENFELDE1,1,22946,10.473458,53.630603,231.75
HOHENFELDE2,2,24257,10.496402,54.370898,282.16
HOHENFELDE3,1,25358,9.624106,53.844594,292.11
HOHENFELS,14,78355,9.109328,47.885245,599.65
HOHENFURCH,6,86978,10.897689,47.849139,549.73
HOHENHAMELN,68,31249,10.062749,52.258403,228.9
HOHENKAMMER,19,85411,11.523555,48.4241,475
HOHENKIRCHEN,12,23948,11.306226,53.915746,209.05
HOHENKIRCHEN1,13,99887,10.703703,50.850364,263.22
HOHENLEIPISCH,13,04934,13.558446,51.497262,114.34
HOHENLEUBEN,9,07958,12.051165,50.711787,221.97
HOHENLINDEN,22,85664,11.996522,48.15734,495.83
HOHENMOELSEN,66,06679,12.099931,51.156134,176.37
HOHENPEISSENBERG,39,82383,11.006471,47.794447,553.08
HOHENPOLDING,15,84432,12.130701,48.383516,469.23
HOHENRODA,24,36284,9.914097,50.782922,309.01
HOHENROTH,21,97618,10.17179,50.314143,332.62
HOHENSTEIN,56,65329,8.09854,50.194814,450.44
HOHENSTEIN ERNSTTHAL,143,09337,12.713152,50.800879,197.24
HOHENSTEIN1,70,72531,9.3727,48.348388,545.14
HOHENSTEIN2,73,99755,10.593938,51.556335,220.34
HOHENTENGEN,37,88367,9.376107,48.028673,576.1
HOHENTENGEN AM HOCHRHEIN,29,79801,8.434369,47.570554,655.26
HOHENTHANN,37,84098,12.092887,48.659528,439.62
HOHENWARTH,7,93480,12.934712,49.203826,370.63
HOHES KREUZ,9,37308,10.119721,51.423337,256.21
HOHNDORF,33,09394,12.669884,50.746869,203.81
HOHNE,10,29362,10.371589,52.588534,205.43
HOHNHORST,11,31559,9.371285,52.368567,274.18
HOHNSTEIN,31,01848,14.110821,50.979682,178.23
HOISDORF,21,22955,10.309948,53.660162,242.71
HOLLDORF,5,17094,13.272109,53.465463,105.62
HOLLE,71,31188,10.16074,52.087422,226
HOLLENBACH,13,86568,11.075061,48.488339,478.09
HOLLENSTEDT,18,21279,9.715365,53.36705,264.82
HOLLER,10,56412,7.834296,50.412331,451.8
HOLLERN TWIELENFLETH,35,21723,9.550708,53.592055,284.1
HOLLINGSTEDT1,2,25788,9.226797,54.290548,340.1
HOLLNSETH,6,21769,9.103115,53.589311,311.41
HOLLSTADT,10,97618,10.288395,50.353197,323.91
HOLSTE,5,27729,8.857641,53.373558,319.41
HOLSTHUM,1,54668,6.414135,49.892397,568.21
HOLTGAST,9,26427,7.580929,53.632162,408.55
HOLTHUSEN,4,19075,11.35391,53.542809,178.36
HOLTLAND,11,26835,7.578676,53.277841,400.11
HOLZAPPEL,10,56379,7.895743,50.350798,452.01
HOLZGERLINGEN,137,71088,9.011719,48.637131,532.02
HOLZGUENZ,8,87752,10.258484,48.02553,547.99
HOLZHEIM,6,65558,8.048265,50.353803,442.91
HOLZHEIM A.FORST,9,93183,11.997299,49.149302,388.04
HOLZHEIM1,5,86684,10.949824,48.612696,468.25
HOLZHEIM2,9,89291,10.10655,48.379539,516.69
HOLZHEIM3,6,89438,10.529584,48.513757,490.12
HOLZKIRCHEN,9,97292,9.6806,49.782004,400.55
HOLZMADEN,12,73271,9.51855,48.633843,512.3
HOLZWICKEDE,148,59439,7.617843,51.502798,412.24
HONTHEIM,4,54538,6.992845,50.068801,522.86
HOOGSTEDE,18,49846,6.94796,52.581113,436.97
HOPFERAU,8,87659,10.633921,47.612561,580.96
HOPFGARTEN,2,99428,11.22138,50.985827,227.6
HOPPEGARTEN,146,15366,13.650114,52.504358,16.7
